timestamp,Z_PK,Z_ENT,Z_OPT,altitude,course,hAccuracy,lat,lng,speed,ZTIMESTAMP,vAccuracy
2015/11/12 21:49:40,322,1,1,21.803955078125,211.9921875,10,37.77462386529685,-122.4202848226972,2.490000009536743,469172980.245826,4
2015/11/12 21:50:00,323,1,1,20.5313720703125,256.640625,10,37.77440019421072,-122.4205836375453,1.940000057220459,469173000.214379,4
2015/11/12 21:50:56,324,1,1,18.18466186523438,261.5625,10,37.77428058445246,-122.4215421081729,4.619999885559082,469173056.326548,4
2015/11/12 21:51:13,325,1,1,17.4884033203125,259.8046875,10,37.7741810493523,-122.4222735130437,4.170000076293945,469173073.09933,4
2015/11/12 21:51:26,326,1,1,20.08880615234375,248.90625,10,37.77406437326015,-122.4230379426129,4.090000152587891,469173086.943567,3
2015/11/12 21:51:43,327,1,1,19.70004272460938,275.9765625,10,37.77396500579805,-122.4237022084393,0.6299999952316284,469173103.400549,3
2015/11/12 21:52:03,328,1,1,24.08914184570312,250.6640625,10,37.77386052537502,-122.4243697432079,4.050000190734863,469173123.258518,4
2015/11/12 21:52:20,329,1,1,30.05517578125,246.4453125,10,37.77380231305749,-122.424996541927,2.779999971389771,469173140.000175,3
2015/11/12 21:52:39,330,1,1,34.50018310546875,303.75,10,37.77382125615866,-122.4256204907991,2.700000047683716,469173159.871006,4
2015/11/12 21:52:56,331,1,1,35.98434448242188,259.1015625,10,37.77376337911726,-122.4262866844632,2.609999895095825,469173176.316356,4
2015/11/12 21:53:16,332,1,1,43.42840576171875,263.671875,10,37.77365902442278,-122.4268777762748,1.220000028610229,469173196.202368,4
